longitude, latitude, altitudep, q, r,elevator, rudder, aileron
-2.135549307,0.6564881647,39609.27435,0,0.1455078125,-0.006103515625,0.000732421875,0,0,0,0.01455078181,9.268522263e-05,0,9.268522263e-06,0.06440425664,0,0.006440425757,0,353471712,-35369692,13737931,30,320,29.92,0,-0.0006103515625,-0.06440425664-0.3566894531,-0.007568359375,-177.3764648,-2.135548221,0.6564881448,39609.27435,
-2.135549884,0.6564885359,39602.12438,0,0.1481933594,-0.005859375,0.001708984375,0,0,0,0.02937011793,9.268522263e-05,0,9.268522263e-06,0.0151676964,0,0.007957195863,0,353471712,-35369692,13737931,30,320,29.92,0,-0.001196289086,-0.0151676964-0.3862304688,-0.006103515625,-180.2426758,-2.135548221,0.6564881448,39609.27435,
-2.13555039,0.6564888605,39596.2022,0,0.1491699219,-0.005859375,0.002685546875,0,0,0,0.04428711161,9.268522263e-05,0,9.268522263e-06,0.005580163561,0,0.008515212685,0,353471712,-35369692,13737931,30,320,29.92,0,-0.001782226609,-0.005580163561-0.43359375,-0.0048828125,-182.4350586,-2.135548221,0.6564881448,39609.27435,
-2.135550861,0.6564891631,39590.94845,0,0.1491699219,-0.005859375,0.003662109375,0,0,0,0.05920410529,9.268522263e-05,0,9.268522263e-06,0.003789338516,0,0.00889414642,0,353471712,-35369692,13737931,30,320,29.92,0,-0.002368164016,-0.003789338516-0.5046386719,-0.00390625,-184.0302734,-2.135548221,0.6564881448,39609.27435,
-2.135551341,0.6564894704,39585.86798,0,0.1491699219,-0.005615234375,0.004638671875,0,0,0,0.07412109524,9.268522263e-05,0,9.268522263e-06,0.003562993137,0,0.009250445291,0,353471712,-35369692,13737931,30,320,29.92,0,-0.0029296875,-0.003562993137-0.5942382812,-0.002685546875,-185.2856445,-2.135548221,0.6564881448,39609.27435,
-2.135551873,0.6564898107,39580.52952,0,0.1494140625,-0.005615234375,0.005615234375,0,0,0,0.08906250447,9.268522263e-05,0,9.268522263e-06,0.003653743071,0,0.009615819901,0,353471712,-35369692,13737931,30,320,29.92,0,-0.003491210984,-0.003653743071-0.6984863281,-0.00146484375,-186.4484863,-2.135548221,0.6564881448,39609.27435,
-2.135552459,0.6564901851,39574.99352,0,0.1501464844,-0.005615234375,0.006591796875,0,0,0,0.1040771529,9.268522263e-05,0,9.268522263e-06,0.003812522395,0,0.009997071698,0,353471712,-35369692,13737931,30,320,29.92,0,-0.004052734468,-0.003812522395-0.806640625,-0.00048828125,-187.6733398,-2.135548221,0.6564881448,39609.27435,
-2.135552962,0.6564905063,39570.51575,0,0.150390625,-0.005615234375,0.007568359375,0,0,0,0.1191162169,9.268522263e-05,0,9.268522263e-06,0.003954553977,0,0.0103925271,0,353471712,-35369692,13737931,30,320,29.92,0,-0.004614257719,-0.003954553977-0.8935546875,0.000244140625,-188.717041,-2.135548221,0.6564881448,39609.27435,
-2.135553519,0.6564908612,39565.85215,0,0.1506347656,-0.00537109375,0.008544921875,0,0,0,0.1341796964,9.268522263e-05,0,9.268522263e-06,0.004102827981,0,0.01080281008,0,353471712,-35369692,13737931,30,320,29.92,0,-0.005151367281,-0.004102827981-0.9899902344,0.0009765625,-189.7094727,-2.135548221,0.6564881448,39609.27435,
-2.135554178,0.6564912807,39560.71,0,0.1508789062,-0.00537109375,0.009521484375,0,0,0.000244140625,0.1492675841,9.268522263e-05,0,9.268522263e-06,0.004269596655,0.0001667686738,0.01122976933,0,353471712,-35369692,13737931,30,320,29.92,0,-0.005688476842,-0.004269596655-1.098876953,0.001953125,-190.7468262,-2.135548221,0.6564881448,39609.27435,
-2.135554703,0.6564916141,39556.90039,0,0.1508789062,-0.00537109375,0.01489257812,0.2563476562,0.025390625,0.0002197265567,0.1643554717,0.8683031797,0.08682104945,0.8683124781,-0.2161652893,-0.2202847898,-0.01038676035,-0.25,107.9044418,29368.18164,453.1493835,30,320,29.92,0,-0.006225586403,-0.03383471444-1.181640625,0.002685546875,-191.5600586,-2.135553457,0.6564898902,39556.90039,
