10000,	-0.47500145
10001,	0.47999793
10002,	-0.47500145
10003,	0.47999793
10004,	-0.47500145
10005,	-0.47500145
10006,	-0.47500145
10007,	-0.47500145
10008,	-0.47500145
10009,	-0.47500145
10010,	-0.47500145
10011,	-0.47500145
10012,	-0.47500145
10013,	-0.47500145
10014,	-0.47500145
10015,	-0.47500145
10016,	-0.47500145
10017,	-0.47500145
10018,	-0.47500145
10019,	-0.47500145
10020,	0.47999793
10021,	-0.47500145
10022,	-0.47500145
10023,	-0.47500145
10024,	-0.47500145
10025,	-0.47500145
10026,	-0.47500145
10027,	-0.47500145
10028,	-0.47500145
10029,	-0.47500145
10030,	-0.47500145
10031,	-0.47500145
10032,	-0.47500145
10033,	-0.47500145
10034,	-0.47500145
10035,	-0.47500145
10036,	-0.47500145
10037,	-0.47500145
10038,	-0.47500145
10039,	-0.47500145
10040,	-0.47500145
10041,	-0.47500145
10042,	-0.47500145
10043,	-0.47500145
10044,	-0.47500145
10045,	-0.47500145
10046,	-0.47500145
10047,	-0.47500145
10048,	-0.47500145
10049,	-0.47500145
10050,	0.47999793
10051,	-0.47500145
10052,	-0.47500145
10053,	-0.47500145
10054,	-0.47500145
10055,	-0.47500145
10056,	-0.47500145
10057,	-0.47500145
10058,	-0.47500145
10059,	-0.47500145
10060,	-0.47500145
10061,	-0.47500145
10062,	-0.47500145
10063,	-0.47500145
10064,	-0.47500145
10065,	-0.47500145
10066,	0.47999793
10067,	-0.47500145
10068,	-0.47500145
10069,	-0.47500145
10070,	-0.47500145
10071,	-0.47500145
10072,	-0.47500145
10073,	-0.47500145
10074,	0.47999793
10075,	0.48999792
10076,	-0.47500145
10077,	-0.47500145
10078,	0.5149979
10079,	0.5199979
10080,	0.48999792
10081,	0.5049979
10082,	0.5049979
10083,	0.48499793
10084,	0.5049979
10085,	0.48499793
10086,	0.6449978
10087,	0.47999793
10088,	0.5899978
10089,	0.48499793
10090,	0.8449976
10091,	0.66499776
10092,	0.55499786
10093,	0.66499776
10094,	0.9199975
10095,	0.97999746
10096,	1.1299974
10097,	0.8349976
10098,	1.2299973
10099,	1.2899972
10100,	0.8499976
10101,	0.8349976
10102,	1.3799971
