0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	
1.0,	60.000004,	400.0
1.0,	60.000004,	200.0
1.0,	60.000004,	133.33333
1.0,	60.000004,	100.0
1.0,	60.000004,	80.0
1.0,	60.000004,	66.666664
1.0,	60.000004,	57.142857
1.0,	60.000004,	50.0
1.0,	60.000004,	44.444443
1.0,	60.000004,	40.0
1.0,	60.000004,	36.363636
1.0,	60.000004,	33.333332
1.0,	60.000004,	30.76923
1.0,	60.000004,	28.571428
1.0,	60.000004,	26.666666
1.0,	60.000004,	25.0
1.0,	60.000004,	23.529411
0.9850843,	21.621864,	22.222221
0.9838232,	20.51253,	21.052631
0.9825652,	19.513857,	20.0
0.981304,	18.60566,	19.047619
0.98004276,	17.778242,	18.181818
0.97878176,	17.02142,	17.391304
0.97752124,	16.326654,	16.666666
0.97626096,	15.686498,	16.0
0.9750007,	15.094647,	15.384615
0.9737402,	14.545759,	14.814815
0.9724793,	14.035203,	14.285714
0.9712184,	13.559293,	13.793103
0.9699577,	13.114662,	13.333333
0.96869695,	12.698245,	12.903226
0.96743625,	12.307477,	12.5
0.9661755,	11.940023,	12.121212
0.96491534,	11.594036,	11.764706
0.96365595,	11.267728,	11.428572
0.9623965,	10.959272,	11.111111
0.9611368,	10.667201,	10.810811
0.9598761,	10.390076,	10.526316
0.95861536,	10.126972,	10.256411
0.95735466,	9.876877,	10.0
0.9560939,	9.638825,	9.756098
0.9548332,	9.411989,	9.523809
0.95357245,	9.195575,	9.302325
0.9523117,	8.988888,	9.090909
0.951051,	8.791298,	8.888889
0.9497906,	8.602251,	8.695652
0.9485304,	8.421188,	8.510638
0.94727015,	8.247592,	8.333333
0.94600993,	8.081006,	8.163265
0.9447497,	7.921018,	8.0
0.9434895,	7.767242,	7.8431373
0.94222885,	7.6192737,	7.6923075
0.9409681,	7.4768257,	7.5471697
0.93970734,	7.339606,	7.4074073
0.9384466,	7.2073317,	7.2727275
0.9371859,	7.0797467,	7.142857
0.9359251,	6.956595,	7.017544
0.93466437,	6.8376536,	6.8965516
0.9334036,	6.7227116,	6.779661
0.93214285,	6.6115704,	6.6666665
0.9308821,	6.5040436,	6.557377
0.92962134,	6.399959,	6.451613
0.92836064,	6.2991576,	6.3492064
0.9270999,	6.2014775,	6.25
0.9258391,	6.106781,	6.1538463
0.92457837,	6.0149326,	6.060606
0.9233176,	5.925807,	5.970149
0.92205685,	5.839283,	5.882353
0.9207961,	5.7552495,	5.7971015
0.91953576,	5.673628,	5.714286
0.9182755,	5.594292,	5.633803
0.91701525,	5.517148,	5.5555553
0.91575503,	5.4421024,	5.479452
