0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	
0.9144948,	5.3690715,	5.4054055
0.91323453,	5.2979712,	5.3333335
0.9119743,	5.228732,	5.263158
0.9107141,	5.1612797,	5.194805
0.90945387,	5.095546,	5.1282053
0.9081936,	5.031462,	5.063291
0.90693337,	4.968973,	5.0
0.90567315,	4.9080176,	4.9382715
0.9044129,	4.8485394,	4.878049
0.90315264,	4.7904825,	4.8192773
0.9018924,	4.7338023,	4.7619047
0.9006319,	4.6784344,	4.7058825
0.8993714,	4.624347,	4.6511626
0.89811087,	4.571496,	4.597701
0.8968503,	4.519837,	4.5454545
0.89558977,	4.4693346,	4.494382
0.89432925,	4.4199486,	4.4444447
0.89306873,	4.3716416,	4.3956046
0.8918082,	4.3243794,	4.347826
0.89054763,	4.2781267,	4.3010755
0.8892871,	4.232854,	4.255319
0.8880266,	4.18853,	4.2105265
0.8867661,	4.1451244,	4.1666665
0.88550556,	4.1026096,	4.123711
0.884245,	4.060956,	4.0816326
0.88298446,	4.020141,	4.040404
0.88172394,	3.9801388,	4.0
0.8804634,	3.940925,	3.960396
0.87920284,	3.9024744,	3.9215686
0.8779423,	3.8647683,	3.883495
0.8766818,	3.827784,	3.8461537
0.8754213,	3.791501,	3.8095238
0.87416077,	3.7558997,	3.7735848
0.8729002,	3.7209585,	3.7383177
0.87163967,	3.6866636,	3.7037036
0.87037915,	3.6529946,	3.6697247
0.86911863,	3.6199353,	3.6363637
0.8678581,	3.5874689,	3.6036036
0.86659753,	3.555578,	3.5714285
0.865337,	3.5242507,	3.539823
0.8640765,	3.4934707,	3.508772
0.862816,	3.463224,	3.4782608
0.86155546,	3.433496,	3.4482758
0.8602949,	3.404273,	3.4188035
0.85903436,	3.3755445,	3.3898306
0.85777384,	3.3472967,	3.3613446
0.8565133,	3.3195179,	3.3333333
0.8552528,	3.2921963,	3.3057852
0.8539922,	3.2653196,	3.2786884
0.8527317,	3.2388794,	3.2520325
0.8514712,	3.2128637,	3.2258065
0.85021067,	3.1872628,	3.2
0.8489501,	3.1620655,	3.1746032
0.84768957,	3.1372647,	3.1496062
0.84642905,	3.1128497,	3.125
0.84516853,	3.0888119,	3.1007752
0.843908,	3.0651426,	3.0769231
0.84264743,	3.041832,	3.053435
0.8413869,	3.0188744,	3.030303
0.8401264,	2.996261,	3.0075188
0.8388659,	2.9739835,	2.9850745
0.83760536,	2.9520352,	2.9629629
0.8363448,	2.930407,	2.9411764
0.83508426,	2.9090948,	2.919708
0.83382374,	2.8880901,	2.8985507
0.8325632,	2.8673868,	2.877698
0.8313027,	2.8469782,	2.857143
0.8300421,	2.826857,	2.8368795
0.8287816,	2.807019,	2.8169014
0.8275211,	2.787458,	2.7972028
0.82626057,	2.768167,	2.7777777
0.82500005,	2.749142,	2.7586207
0.82373947,	2.730375,	2.739726
0.822479,	2.7118647,	2.7210884
0.82121855,	2.6936038,	2.7027028
0.81995803,	2.675586,	2.6845639
0.8186976,	2.6578088,	2.6666667
0.81743705,	2.6402652,	2.6490066
0.8161766,	2.6229525,	2.631579
0.8149161,	2.6058648,	2.6143792
0.8136556,	2.588999,	2.5974026
0.81239516,	2.5723498,	2.580645
0.81113464,	2.555913,	2.5641026
0.8098742,	2.5396855,	2.5477707
0.80861366,	2.523662,	2.5316455
0.8073532,	2.5078402,	2.5157232
0.8060927,	2.492215,	2.5
0.8048322,	2.4767838,	2.484472
0.80357176,	2.4615426,	2.4691358
0.80231124,	2.446487,	2.4539878
0.8010508,	2.4316154,	2.4390244
0.79979026,	2.4169226,	2.4242425
0.7985298,	2.402407,	2.4096386
0.79726934,	2.3880646,	2.3952096
0.7960088,	2.373892,	2.3809524
0.79474837,	2.3598871,	2.366864
0.79348785,	2.3460462,	2.3529413
0.7922274,	2.332367,	2.3391812
0.79096687,	2.3188457,	2.3255813
0.7897064,	2.3054812,	2.3121388
0.78844595,	2.2922697,	2.2988505
0.78718543,	2.2792082,	2.2857144
0.785925,	2.2662952,	2.2727273
0.78466445,	2.2535272,	2.259887
0.783404,	2.2409027,	2.247191
0.7821435,	2.2284184,	2.2346368
0.780883,	2.216073,	2.2222223
0.77962255,	2.2038636,	2.2099447
0.77836204,	2.1917875,	2.1978023
0.7771016,	2.1798437,	2.1857924
0.77584106,	2.1680284,	2.173913
0.7745806,	2.1563413,	2.162162
0.77332014,	2.1447797,	2.1505377
0.7720596,	2.1333406,	2.1390374
0.77079916,	2.1220236,	2.1276596
0.76953864,	2.1108253,	2.1164021
0.7682782,	2.0997453,	2.1052632
0.76701766,	2.0887804,	2.094241
0.7657572,	2.0779297,	2.0833333
0.76449674,	2.0671916,	2.0725389
0.7632362,	2.0565631,	2.0618556
0.76197577,	2.046044,	2.0512822
0.76071525,	2.0356314,	2.0408163
0.7594548,	2.0253248,	2.0304568
0.75819427,	2.0151215,	2.020202
0.7569338,	2.0050209,	2.0100503
0.75567335,	1.9950211,	2.0
0.75441283,	1.98512,	1.9900497
0.7531524,	1.9753172,	1.980198
0.75189185,	1.9656105,	1.9704434
0.7506314,	1.955999,	1.9607843
0.7493709,	1.9464805,	1.9512196
0.74811035,	1.9370543,	1.9417475
0.7468499,	1.9277195,	1.9323672
0.7455894,	1.9184737,	1.9230769
0.7443289,	1.9093165,	1.9138756
0.7430684,	1.900246,	1.9047619
0.74180794,	1.8912616,	1.8957345
0.7405475,	1.8823619,	1.8867924
0.73928696,	1.873545,	1.8779342
0.7380265,	1.8648108,	1.8691589
0.736766,	1.8561572,	1.8604652
0.7355055,	1.8475841,	1.8518518
0.73424506,	1.8390896,	1.843318
0.73298454,	1.8306726,	1.8348624
0.7317241,	1.8223327,	1.826484
0.73046356,	1.814068,	1.8181819
0.7292031,	1.8058783,	1.8099548
0.7279426,	1.7977618,	1.8018018
0.7266821,	1.7897185,	1.7937219
0.72542167,	1.7817466,	1.7857143
0.72416115,	1.7738452,	1.7777778
0.7229007,	1.766014,	1.7699115
0.72164017,	1.7582511,	1.7621145
0.7203797,	1.7505566,	1.754386
0.7191192,	1.7429287,	1.7467248
0.71785873,	1.7353674,	1.7391304
0.7165982,	1.7278711,	1.7316017
0.71533775,	1.7204396,	1.7241379
0.71407723,	1.7130715,	1.7167382
0.7128167,	1.7057662,	1.7094017
0.7115562,	1.6985228,	1.7021277
0.71029574,	1.6913413,	1.6949153
0.7090352,	1.6842197,	1.6877637
0.7077747,	1.6771578,	1.6806723
0.7065142,	1.6701549,	1.6736401
0.7052537,	1.6632106,	1.6666666
0.7039932,	1.6563236,	1.659751
0.7027327,	1.6494931,	1.6528926
0.70147216,	1.6427189,	1.6460905
0.7002117,	1.6360005,	1.6393442
0.6989512,	1.6293364,	1.6326531
0.69769067,	1.6227264,	1.6260163
0.69643015,	1.6161699,	1.6194332
0.6951697,	1.6096663,	1.6129032
0.69390917,	1.6032147,	1.6064258
0.69264865,	1.5968144,	1.6
0.69138813,	1.5904652,	1.5936255
0.6901277,	1.5841665,	1.5873016
0.68886715,	1.5779173,	1.5810276
0.68760663,	1.571717,	1.5748031
0.6863461,	1.5655655,	1.5686275
0.68508565,	
