longitude, latitude, altitudep, q, r,elevator, rudder, aileron
-2.086038839,0.8315418945,1150.853845,0,-0.060546875,0.00390625,0,0,0,0,-0.006054687779,0,0,0,0.006728382781,0,0.0006728383014,0,0,0,0,10,300,29.92,0,0.0003906250058,-0.0067283827810.4951171875,0.0634765625,-26.88183594,0,0,0,
-2.086039052,0.8315415439,1148.932138,0,-0.0556640625,0.00390625,0,0,0,0,-0.01162109431,0,0,0,0.007810424082,0,0.001453880686,0,0,0,0,10,300,29.92,0,0.0007812500116,-0.0078104240820.4755859375,0.0625,-27.19140625,0,0,0,
-2.086039268,0.8315411897,1146.99221,0,0.021484375,0.00390625,0,0,0,0,-0.009472656995,0,0,0,0.009391440079,0,0.002393024741,0,0,0,0,10,300,29.92,0,0.001171875047,-0.0093914400790.6962890625,0.0546875,-30.34277344,0,0,0,
-2.086039489,0.8315408317,1145.055226,0,0.0361328125,0.00390625,0,0,0,0,-0.005859375466,0,0,0,0.009555842727,0,0.003348608967,0,0,0,0,10,300,29.92,0,0.001562500023,-0.0095558427270.7470703125,0.0751953125,-33.45214844,0,0,0,
-2.086039714,0.8315404701,1143.123568,0,0.0380859375,0.00390625,0,0,0,0,-0.002050781623,0,0,0,0.009156142361,0,0.004264223389,0,0,0,0,10,300,29.92,0,0.001953125,-0.0091561423610.7119140625,0.0830078125,-34.5390625,0,0,0,
-2.086039942,0.8315401049,1141.205394,0,0.041015625,0.00390625,0,0,0,0,0.002050780924,0,0,0,0.008508147672,0,0.00511503825,0,0,0,0,10,300,29.92,0,0.002343750093,-0.0085081476720.6455078125,0.0732421875,-35.08886719,0,0,0,
-2.086040175,0.8315397362,1139.30776,0,0.044921875,0.00390625,0,0,0,0,0.006542968564,0,0,0,0.007789357565,0,0.005893974099,0,0,0,0,10,300,29.92,0,0.002734375186,-0.0077893575650.5703125,0.078125,-35.55273438,0,0,0,
-2.086040411,0.8315393639,1137.436548,0,0.0498046875,0.0029296875,0,0,0,0,0.01152343769,0,0,0,0.007062628865,0,0.006600236986,0,0,0,0,10,300,29.92,0,0.00302734389,-0.0070626288650.4931640625,0.08203125,-36.00585938,0,0,0,
-2.086040652,0.8315389882,1135.597112,0,0.0537109375,0.0029296875,0,0,0,0,0.01689453237,0,0,0,0.006331117358,0,0.007233348675,0,0,0,0,10,300,29.92,0,0.003320312593,-0.0063311173580.4169921875,0.0693359375,-36.51660156,0,0,0,
-2.086040896,0.831538609,1133.79482,0,0.05859375,0.0029296875,0.00390625,0,0,0.0048828125,0.02275390737,-8.940696716e-05,-8.940696716e-06,-8.940696716e-05,-0.1868917346,-0.1932228506,-0.0114558246,-0.25,34155160,-29419150,17394762,10,300,29.92,0,0.003613281297,-0.06310826540.333984375,0.0595703125,-36.93457031,-2.086040211,0.8315376875,1133.79482,
-2.086041144,0.8315382265,1132.034249,0,0.0615234375,0.0029296875,0.0087890625,0,0,0.00732421875,0.02890625037,-8.940696716e-05,-8.940696716e-06,-8.940696716e-05,-0.2338973135,-0.2209061384,-0.03484555706,-0.25,34155160,-29419150,17394762,10,300,29.92,0,0.00390625,-0.01610268280.25,0.046875,-37.37304688,-2.086040211,0.8315376875,1133.79482,
-2.086041395,0.8315378407,1130.316874,0,0.060546875,0.0029296875,0.013671875,0,0,0.005615234375,0.03496093675,-8.940696716e-05,-8.940696716e-06,-8.940696716e-05,-0.2437667847,-0.2086849958,-0.05922223628,-0.25,34155160,-29419150,17394762,10,300,29.92,0,0.004199218936,-0.0062332134690.1455078125,0.0634765625,-37.52734375,-2.086040211,0.8315376875,1133.79482,
